filepath,tone,chinese,pinyin,duration_sec
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0576.wav,4,——老实说，便是教我一天比一天的看不起人。,— — lǎo shi shuō ， biàn shì jiào wǒ yī tiān bì yī tiān dì kàn bù qǐ rén 。,4.37
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0580.wav,1,花白头发，衣服都很破烂。,huā bái tóu fa ， yī fu dū hěn pò làn 。,3.23
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0582.wav,1,微风吹着，向外展开，所以终于兜着车把。,wēi fēng chuī zhuó ， xiàng wài zhǎn kāi ， suǒ yǐ zhōng yú dōu zhuó chē bǎ 。,4.97
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0584.wav,4,伊伏在地上；车夫便也立住脚。,yī fú zài dì shang ； chē fū pián yě lì zhù jué 。,3.54
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0592.wav,2,这车夫扶着那老女人，便正是向那大门走去。,zhè chē fū fú zhuó nuó lǎo nǚ ren ， pián zhèng shì xiàng nuó dà mén zǒu qù 。,5.12
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0594.wav,4,而且愈走愈大，须仰视才见。,ér qiě yù zǒu yù dài ， xū yǎng shì cái xiàn 。,3.26
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0596.wav,4,我的活力这时大约有些凝滞了，坐着没有动，也没有想，,wǒ dì huó lì zhè shí dà yuē yǒu xiē níng zhì liào ， zuò zhuó méi yǒu dòng ， yě m,5.41
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0597.wav,4,直到看见分驻所里走出一个巡警，才下了车。,zhí dào kàn jiàn fēn zhù suǒ lǐ zǒu chū yī gè xún jǐng ， cái xià liào jū 。,5.14
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0598.wav,3,巡警走近我说，“你自己雇车罢，他不能拉你了。”,xún jǐng zǒu jìn wǒ shuō ， nǐ zì jǐ gù chē ba ， tā bù néng lā nǐ liào 。,5.22
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0603.wav,3,我因此也时时煞了苦痛，努力的要想到我自己。,wǒ yīn cǐ yě shí shí shà liào kǔ tòng ， nǔ lì dì yào xiǎng dào wǒ zì jǐ 。,5.16
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0605.wav,4,独有这一件小事，却总是浮在我眼前，,dú yǒu zhè yī jiàn xiǎo shì ， què zǒng shì fú zài wǒ yǎn qián ，,3.61
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0607.wav,1,一九二○年七月。,yī jiǔ èr líng nián qī yuè 。,5.07
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0615.wav,4,“我也是忘却了纪念的一个人。,wǒ yě shì wàng què liào jì niàn dì yī gè rén 。,2.37
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0622.wav,3,“我们的很古的古人，对于头发似乎也还看轻。,wǒ men dì hěn gǔ dì gǔ rén ， duì yú tóu fa sì hū yě huán kàn qīng 。,4.6
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0623.wav,4,据刑法看来，最要紧的自然是脑袋，所以大辟是上刑；,jù xíng fǎ kàn lai ， zuì yào jǐn dì zì rán shì nǎo dài ， suǒ yǐ dà pì shì shàng ,5.69
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0637.wav,2,我的母亲倒也不说什么，然而旁人一见面，便都首先研究这辫子，,wǒ dì mǔ qīn dǎo yě bù shuō shén me ， rán ér páng rén yī jiàn miàn ， pián dū shǒ,5.69
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0639.wav,4,但后来因为恐怕革命党的造反或者要成功，这才中止了。,dàn hòu lái yīn wèi kǒng pà gé mìng dǎng dì zào fǎn huò zhě yào chéng gōng ， zhè,5.54
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0642.wav,4,“我于是不穿洋服了，改了大衫，他们骂得更利害。,wǒ yú shì bù chuān yáng fú liào ， gǎi le dà shān ， tā men mà děi gèng lì hai 。,5.43
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0644.wav,4,他们渐渐的不骂了。只是走到没有打过的生地方还是骂。,tā men jiàn jiàn dì bù mà liào 。 zhǐ shì zǒu dào méi yǒu dǎ guò dì shēng dì fang,5.74
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0645.wav,4,“这件事很使我悲哀，至今还时时记得哩。,zhè jiàn shì hěn shǐ wǒ bēi āi ， zhì jīn huán shí shí jì de li 。,4.52
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0648.wav,1,他拿起手杖来说，这便是他们的话，他们都懂！,tā ná qǐ shǒu zhàng lái shuō ， zhè biàn shì tā men de huà ， tā men dū dǒng ！,5.04
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0657.wav,2,晚上便开除了六个学生。,wǎn shang pián kāi chú liào liù gè xué sheng 。,2.64
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0665.wav,4,“我要借了阿尔志跋绥夫⑾的话问你们：,wǒ yào jiè liào ā ěr zhì bá suī fū de huà wèn nǐ men ：,3.16
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0673.wav,4,临河的土场上，太阳渐渐的收了他通黄的光线了。,lín hé dì tǔ cháng shàng ， tài yang jiàn jiàn dì shōu liào tā tōng huáng dì guān,5.19
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0675.wav,1,面河的农家的烟突里，逐渐减少了炊烟，,miàn hé dì nóng jiā dì yān tū lǐ ， zhú jiàn jiǎn shǎo liào chuī yān ，,3.87
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0678.wav,4,孩子飞也似的跑，或者蹲在乌桕树下赌玩石子。,hái zi fēi yě sì dì pǎo ， huò zhě dūn zài wū jiù shù xià dǔ wán shí zǐ 。,5.19
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0683.wav,4,“我活到七十九岁了，活够了，不愿意眼见这些败家相，,wǒ huó dào qī shí jiǔ suì liào ， huó gòu liào ， bù yuàn yì yǎn jiàn zhè xiē bài ,5.88
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0692.wav,4,“这真是一代不如一代！”,zhè zhēn shi yī dài bù rú yī dài ！,3.78
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0697.wav,1,七斤虽然住在农村，却早有些飞黄腾达的意思。,qī jīn suī rán zhù zài nóng cūn ， què zǎo yǒu xiē fēi huáng téng dá dì yì si 。,4.64
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0700.wav,4,他在村人里面，的确已经是一名出场人物了。,tā zài cūn rén lǐ miàn ， dí què yǐ jīng shì yī míng chū chǎng rén wù liào 。,4.65
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0715.wav,4,因为有学问，所以又有些遗老的臭味。,yīn wèi yǒu xué wèn ， suǒ yǐ yòu yǒu xiē yí lǎo dì chòu wèi 。,4.3
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0718.wav,4,革命以后，他便将辫子盘在顶上，像道士一般；,gé mìng yǐ hòu ， tā pián qiāng biàn zi pán zài dǐng shàng ， xiàng dào shì yī bān,4.69
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0724.wav,4,这一定又是于他有庆，于他的仇家有殃了。,zhè yī dìng yòu shì yú tā yǒu qìng ， yú tā dì chóu jiā yǒu yāng liào 。,5.34
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0743.wav,2,赵七爷摇头道，,zhào qī yé yáo tóu dào ，,2.08
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0747.wav,4,从前是绢光乌黑的辫子，现在弄得僧不僧道不道的。,cóng qián shì juàn guāng wū hēi dì biàn zi ， xiàn zài lòng děi sēng bù sēng dào ,4.46
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0754.wav,3,况且衙门里的大老爷也还没有告示，”,kuàng qiě yá men lǐ dì dà lǎo yé yě huán méi yǒu gào shi ，,4.72
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0757.wav,1,六斤刚吃完一大碗饭，拿了空碗，伸手去嚷着要添。,liù jīn gāng chī wán yī dà wǎn fàn ， ná liào kōng wǎn ， shēn shǒu qù rǎng zhuó y,4.95
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0769.wav,4,赵七爷也跟着走去，众人一面怪八一嫂多事，一面让开路，,zhào qī yé yě gēn zhe zǒu qù ， zhòng rén yī miàn guài bā yī sǎo duō shì ， yī mià,5.79
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0770.wav,4,几个剪过辫子重新留起的便赶快躲在人丛后面，怕他看见。,jǐ ge jiǎn guò biàn zi chóng xīn liú qǐ dì pián gǎn kuài duǒ zài rén cóng hòu mi,5.93
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0772.wav,4,跨上独木桥，扬长去了。,kuà shàng dú mù qiáo ， yáng cháng qù liào 。,4.64
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0777.wav,4,他们也就慢慢地走散回家，关上门去睡觉。,tā men yě jiù màn màn dì zǒu sàn huí jiā ， guān shàng mén qù shuì jiào 。,4.66
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0779.wav,1,七斤将破碗拿回家里，坐在门槛上吸烟；,qī jīn qiāng pò wǎn ná huí jiā lǐ ， zuò zài mén kǎn shàng xī yān ；,4.1
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0790.wav,2,七斤嫂也没有好声气，还时常叫他“囚徒”。,qī jīn sǎo yě méi yǒu hào shēng qì ， huán shí cháng jiào tā qiú tú 。,4.8
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0804.wav,1,我的心禁不住悲凉起来了。,wǒ dì xīn jīn bu zhù bēi liáng qi lai liào 。,4.43
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0814.wav,3,几房的本家大约已经搬走了，所以很寂静。,jī fáng dì běn jiā dà yuē yǐ jīng bān zǒu liào ， suǒ yǐ hěn jì jìng 。,4.53
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0819.wav,4,此外须将家里所有的木器卖去，再去增添。,cǐ wài xū qiāng jiā lǐ suǒ yǒu dì mù qì mài qù ， zài qù zēng tiān 。,5.04
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0826.wav,4,反从他的胯下逃走了。这少年便是闰土。,fǎn cóng tā dì kuà xià táo zǒu liào 。 zhè shào nián biàn shì rùn tǔ 。,5.57
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0827.wav,4,我认识他时，也不过十多岁，离现在将有三十年了；,wǒ rèn shi tā shí ， yě bù guò shí duō suì ， lí xiàn zài qiāng yǒu sān shí nián l,5.25
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0828.wav,4,那时我的父亲还在世，家景也好，我正是一个少爷。,nà shí wǒ dì fù qīn huán zài shì ， jiā jǐng yě hǎo ， wǒ zhèng shì yī gè shào ye ,5.69
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0836.wav,4,新年到，闰土也就到了。,xīn nián dào ， rùn tǔ yě jiù dào liào 。,3.3
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0847.wav,3,晚上我和爹管西瓜去，你也去。”“管贼么？”,wǎn shang wǒ hé diē guǎn xī guā qù ， nǐ yě qù 。 guǎn zéi me ？,5.87
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0860.wav,4,但从此没有再见面。,dàn cóng cǐ méi yǒu zài jiàn miàn 。,2.86
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0872.wav,4,“这是斜对门的杨二嫂，开豆腐店的。”哦，我记得了。,zhè shì xié duì mén dì yáng èr sǎo ， kāi dòu fǔ diàn dì 。 o ， wǒ jì de liào 。,5.9
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0875.wav,4,那时人说：因为伊，这豆腐店的买卖非常好。,nà shí rén shuō ： yīn wèi yī ， zhè dòu fǔ diàn dì mǎi mài fēi cháng hào 。,4.78
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0884.wav,4,圆规一面愤愤的回转身，一面絮絮的说，慢慢向外走，,yuán guī yī miàn fèn fèn dì huí zhuǎn shēn ， yī miàn xù xu dì shuō ， màn màn xià,5.27
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0889.wav,4,虽然我一见便知道是闰土，但又不是我这记忆上的闰土了。,suī rán wǒ yī jiàn pián zhī dào shì rùn tǔ ， dàn yòu bù shì wǒ zhè jì yì shàng d,5.8
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0891.wav,1,眼睛也像他父亲一样，周围都肿得通红，,yǎn jing yě xiàng tā fù qīn yī yàng ， zhōu wéi dū zhǒng dé tōng hóng ，,4.08
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0898.wav,2,脸上现出欢喜和凄凉的神情；动着嘴唇，却没有作声。,liǎn shàng xiàn chū huān xǐ hé qī liáng dì shén qíng ； dòng zháo zuǐ chún ， què ,5.86
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0913.wav,4,什么地方都要钱，没有规定收成又坏。,shén me dì fang dū yào qián ， méi yǒu guī dìng shōu chéng yòu huài 。,5.81
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0925.wav,4,又过了九日，是我们启程的日期。闰土早晨便到了，,yòu guo liào jiǔ rì ， shì wǒ men qǐ chéng dì rì qī 。 rùn tǔ zǎo chén pián dào li,5.55
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0942.wav,4,但我们的后辈还是一气，宏儿不是正在想念水生么。,dàn wǒ men dì hòu bèi hái shi yī qì ， hóng ér bù shì zhèng zài xiǎng niàn shuǐ s,5.44
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0943.wav,4,我希望他们不再像我，又大家隔膜起来,wǒ xī wàng tā men bù zài xiàng wǒ ， yòu dà jiā gé mó qi lai,4.73
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0944.wav,4,然而我又不愿意他们因为要一气，都如我的辛苦展转而生活，,rán ér wǒ yòu bù yuàn yì tā men yīn wèi yào yī qì ， dū rú wǒ dì xīn kǔ zhǎn zhuǎ,5.72
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0967.wav,2,谁料博雅如此公，竟也茫然，,shuí liào bó yǎ rú cǐ gōng ， jìng yě máng rán ，,3.08
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0972.wav,4,但可惜这姓是不甚可靠的，因此籍贯也就有些决不定。,dàn kě xī zhè xìng shì bù shèn kě kào dì ， yīn cǐ jí guàn yě jiù yǒu xiē jué bù ,5.85
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0973.wav,2,他虽然多住未庄，然而也常常宿在别处，不能说是未庄人，,tā suī rán duō zhù wèi zhuāng ， rán ér yě cháng cháng sù zài bié chù ， bù néng s,5.56
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0974.wav,3,即使说是“未庄人也”，也仍然有乖史法的。,jí shǐ shuō shì wèi zhuāng rén yě ， yě réng rán yǒu guāi shǐ fǎ dì 。,4.99
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0981.wav,4,他想：这是错的，可笑！,tā xiǎng ： zhè shì cuò dì ， kě xiào ！,3.19
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0986.wav,4,于是他渐渐的变换了方针，大抵改为怒目而视了。,yú shì tā jiàn jiàn dì biàn huàn liào fāng zhēn ， dà dǐ gǎi wéi nù mù ér shì lià,5.85
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0988.wav,2,闲人还不完，只撩他，于是终而至于打。,xián rén huán bù wán ， zhī liáo tā ， yú shì zhōng ér zhì yú dǎ 。,4.5
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0989.wav,4,还不放么？”,huán bù fàng me ？,3.12
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_0994.wav,1,“穿堂一百——一百五十！”,chuān táng yī bǎi — — yī bǎi wǔ shí ！,4.3
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1004.wav,4,他这回才有些感到失败的苦痛了。,tā zhè huí cái yǒu xiē gǎn dào shī bài dì kǔ tòng liào 。,4.44
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1011.wav,4,这时候，他又觉得赵太爷高人一等了。,zhè shí hòu ， tā yòu jué de zhào tài yé gāo rén yī děng liào 。,4.68
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1014.wav,1,这可难解，穿凿起来说，,zhè kè nán jiě ， chuān záo qi lai shuō ，,2.84
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1015.wav,3,否则，也如孔庙里的太牢④一般，,fǒu zé ， yě rú kǒng miào lǐ dì tài láo yī bān ，,2.87
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1020.wav,2,他很想寻一两个大的，然而竟没有，,tā hěn xiǎng xún yī liǎng gè dài dì ， rán ér jìng méi yǒu ，,3.29
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1023.wav,2,“癞皮狗，你骂谁？”王胡轻蔑的抬起眼来说。,lài pí gǒu ， nǐ mà shéi ？ wáng hú qīng miè dì tái qǐ yǎn lái shuō 。,5.36
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1027.wav,4,很意外，,hěn yì wài ，,1.28
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1038.wav,3,小尼姑全不睬，低了头只是走。,xiǎo ní gū quán bù cǎi ， dī liào tou zhǐ shì zǒu 。,3.88
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1051.wav,2,仿佛比平常滑腻些。,fǎng fú bì píng cháng huá nì xiē 。,3.6
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1054.wav,4,而“若敖之鬼馁而”⑧，也是一件人生的大哀，,ér ruò áo zhī guǐ něi ér ， yě shì yī jiàn rén shēng dì dà āi ，,4.18
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1057.wav,3,所以他从此总有些飘飘然；“女”他想。,suǒ yǐ tā cóng cǐ zǒng yǒu xiē piāo piāo rán ； rǔ tā xiǎng 。,5.11
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1058.wav,3,即此一端，我们便可以知道女人是害人的东西。,jí cǐ yī duān ， wǒ men pián kě yǐ zhī dào nǚ ren shì hài rén dì dōng xi 。,5.68
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1063.wav,4,一男一女在那里讲话，一定要有勾当了。,yī nán yī nǚ zài nà li jiǎng huà ， yī dìng yào yǒu gòu dàng liào 。,4.23
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1071.wav,3,倘在别家，吃过晚饭本可以回去的了，,tǎng zài bié jiā ， chī guo wǎn fàn běn kě yǐ huí qu dì liào ，,3.75
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1073.wav,2,还坐在厨房里吸烟旱。吴妈，是赵太爷家里唯一的女仆，,huán zuò zài chú fáng lǐ xī yān hàn 。 wú mā ， shì zhào tài yé jiā lǐ wéi yī dì n,5.61
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1077.wav,4,“你反了，你这”大竹杠又向他劈下来了。,nǐ fǎn liào ， nǐ zhè dài zhú gāng yòu xiàng tā pǐ xià lai liào 。,5.26
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1080.wav,4,但这时，他那“女”的思想却也没有了。,dàn zhè shí ， tā nuó rǔ dì sī xiǎng què yě méi yǒu liào 。,4.63
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1085.wav,4,“你到外面来，不要躲在自己房里想”,nǐ dào wài miàn lái ， bù yào duǒ zài zì jǐ fáng lǐ xiǎng,3.9
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1088.wav,1,这时他猛然间看见赵大爷向他奔来，而且手里捏着一支大竹杠。,zhè shí tā měng rán jiān kàn jiàn zhào dà ye xiàng tā bēn lái ， ér qiě shǒu lǐ n,5.96
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1092.wav,4,因为虽在春季，而夜间颇有余寒，尚不宜于赤膊。,yīn wèi suī zài chūn jì ， ér yè jiān pō yǒu yú hán ， shàng bù yí yú chì bó 。,5.46
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1097.wav,4,那破布衫是大半做了少奶奶八月间生下来的孩子的衬尿布，,nà pò bù shān shì dà bàn zuò liào shào nǎi nai bā yuè jiān shēng xià lai dì hái ,5.18
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1099.wav,4,他仔细一想，终于省悟过来：其原因盖在自己的赤膊。,tā zǐ xì yī xiǎng ， zhōng yú xǐng wù guò lai ： qí yuán yīn gài zài zì jǐ dì chì ,5.6
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1105.wav,4,其二，管土谷祠的老头子说些废话，似乎叫他走；,qí èr ， guǎn tǔ gǔ cí dì lǎo tóu zi shuō xiē fèi huà ， sì hū jiào tā zǒu ；,5.26
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1117.wav,2,于是他决计出门求食去了。,yú shì tā jué jì chū mén qiú shí qù liào 。,3.85
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1119.wav,4,而且并不想要。他所求的不是这类东西了；,ér qiě bìng bù xiǎng yào 。 tā suǒ qiú dì bù shì zhè lèi dōng xi liào ；,5.24
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1123.wav,4,终于攀着桑树枝，跳到里面了。,zhōng yú pān zháo sāng shù zhī ， tiào dào lǐ miàn liào 。,3.3
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1125.wav,4,下面许多笋，只可惜都是并未煮熟的，,xià miàn xǔ duō sǔn ， zhī kě xī dū shì bìng wèi zhǔ shóu dì ，,4.09
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1130.wav,4,这本来在前门的，不知怎的到后园来了。,zhè běn lái zài qián mén dì ， bù zhī zěn dì dào hòu yuán lái liào 。,4.41
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1134.wav,4,天色将黑，他睡眼蒙胧的在酒店门前出现了，,tiān sè qiāng hēi ， tā shuì yǎn méng lóng dì zài jiǔ diàn mén qián chū xiàn liào,4.85
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1137.wav,4,未庄老例，看见略有些醒目的人物，是与其慢也宁敬的，,wèi zhuāng lǎo lì ， kàn jiàn lüè yǒu xiē xǐng mù dì rén wù ， shì yǔ qí màn yě ní,5.52
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1140.wav,4,第二天便传遍了全未庄。,dì èr tiān pián chuán biàn liào quán wèi zhuāng 。,2.65
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1141.wav,4,这一节，听的人都肃然了。,zhè yī jié ， tìng dì rén dū sù rán liào 。,3.03
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1143.wav,4,这也不独在未庄是如此，便是一百里方圆之内也都如此，,zhè yě bù dú zài wèi zhuāng shì rú cǐ ， biàn shì yī bǎi lǐ fāng yuán zhī nèi yě ,5.58
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1145.wav,4,这一节，听的人都叹息而且快意，,zhè yī jié ， tìng dì rén dū tàn xī ér qiě kuài yì ，,3.52
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1146.wav,1,这就在他们将长凳称为条凳，而且煎鱼用葱丝，,zhè jiù zài tā men qiāng cháng dèng chēng wéi tiáo dèng ， ér qiě jiān yú yòng cō,5.15
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1149.wav,1,城里却连小乌龟子都叉得精熟的。,chéng lǐ què lián xiǎo wū guī zi dū chǎ děi jīng shú dì 。,3.63
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1152.wav,4,这一节，听的人都凛然了。,zhè yī jié ， tìng dì rén dū lǐn rán liào 。,3.21
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1155.wav,4,还有赵白眼的母亲，——一说是赵司晨的母亲，待考，,hái yǒu zhào bái yǎn dì mǔ qīn ， — — yī shuō shì zhào sī chén dì mǔ qīn ， dài kǎ,5.88
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1168.wav,4,“那么，明天拿来就是，”赵太爷却不甚热心了。,nà me ， míng tiān ná lái jiù shì ， zhào tài yé què bù shèn rè xīn liào 。,5.26
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1179.wav,4,船的使命，赵家本来是很秘密的，,chuán dì shǐ mìng ， zhào jiā běn lái shì hěn mì mì dì ，,3.49
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1183.wav,4,所以大概该是伊对的。,suǒ yǐ dà gài gāi shì yī duì dì 。,3.28
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1191.wav,4,他更加高兴的走而且喊道：,tā gèng jiā gāo xìng dì zǒu ér qiě hǎn dào ：,3.12
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1197.wav,3,“造反？有趣，,zào fǎn ？ yǒu qù ，,1.96
